Sample ID,Cohort,Cage,Ear,Diet,%P/%C/%F,%Glucose/%Fructose,in.P,in.F,in.C,in.Glu,in.Fru,in.Glustar,food.intake ,eaten.P,eaten.F,eaten.C,eaten.Glu,eaten.Fru,eaten.Glustar ,energy.eaten,,food.eaten ,energy.in,Water.Wk.12,,Water.Wk.12,Weight.Wk.12,Fat.Mass.Wk.12,Lean.Mass.Wk.12,Water.Mass.Wk.12,Fat.Percentage.Wk.12,Lean.Percentage.Wk.12,Water.Percentage.Wk.12,Fasting.blood.glucose,GTT.total.AUC,GTT.incremental.AUC,Fasting.Blood.Insulin,Fed.Blood.Insulin,HOMA.IR,ITT.total.AUC.45,ITT.total.AUC
19.2,2,19,2,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.35,4.79,9.59,33.35,5.87,17.6,15.75,47.73,,,,,,3.2,34.6,7.62,25.26,21.76,22.02312139,73.00578035,62.89017341,10.1,1223.25,314.25,0.713,1.328,7.204556811,489.8,1027.5
19.3,2,19,3,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.35,4.79,9.59,33.35,5.87,17.6,15.75,47.73,,,,,,3.2,30.9,6.03,23.53,19.97,19.51456311,76.14886731,64.62783172,10.8,1020,48,1.46,1.855,15.77188394,502.5,982.5
19.4,2,19,4,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.35,4.79,9.59,33.35,5.87,17.6,15.75,47.73,,,,,,3.2,36.1,9.91,24.45,21.22,27.45152355,67.72853186,58.78116343,11.3,1422,405,0.952,1.596,10.75277862,522,1021.5
20.1,2,20,1,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,3.11,4.44,8.9,30.92,0,21.76,9.16,44.26,,3.11,44.26,4.62,,4.62,37.1,10.01,25.27,21.62,26.98113208,68.11320755,58.27493261,11.5,1326,291,2.083,3.484,23.95637454,465,977.3
20.2,2,20,2,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,3.11,4.44,8.9,30.92,0,21.76,9.16,44.26,,,,,,4.62,36.1,8.34,26.13,22.42,23.10249307,72.38227147,62.10526316,8.9,1503.75,702.75,0.999,1.203,8.88726993,403.5,822.8
20.3,2,20,3,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,3.11,4.44,8.9,30.92,0,21.76,9.16,44.26,,,,,,4.62,32.5,8.72,22.3,19.35,26.83076923,68.61538462,59.53846154,9.9,1453.5,562.5,1.266,1.767,12.53581879,416.3,845.3
20.4,2,20,4,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,3.11,4.44,8.9,30.92,0,21.76,9.16,44.26,,,,,,4.62,34.2,7.68,25.03,21.55,22.45614035,73.1871345,63.01169591,11.5,1275.75,240.75,1.459,3.319,16.77533683,345.8,672.8
21.1,2,21,1,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,2.96,8.47,8.47,25.24,17.78,0,25.24,42.18,,2.96,42.18,4.98,,4.98,30.1,6.47,22.16,19.12,21.49501661,73.62126246,63.52159468,10.9,1569,588,0.806964292,1.098,8.795910784,426.8,843
21.2,2,21,2,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,2.96,8.47,8.47,25.24,17.78,0,25.24,42.18,,,,,,4.98,33.5,1.77,30.15,25.72,5.28358209,90,76.7761194,8,1200.75,480.75,1.413392858,0.653,11.30714286,293.3,559.5
21.3,2,21,3,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,2.96,8.47,8.47,25.24,17.78,0,25.24,42.18,,,,,,4.98,31.8,0.87,29.38,25.4,2.735849057,92.38993711,79.87421384,8.7,1101.75,318.75,0.564464285,0.716,4.910839279,361.5,613.5
21.4,2,21,4,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,2.96,8.47,8.47,25.24,17.78,0,25.24,42.18,,,,,,4.98,28.1,1.68,25.08,21.71,5.978647687,89.25266904,77.25978648,10,1125,225,0.622678598,0.495,6.226785982,294.8,540
22.1,2,22,1,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.47,9.92,9.92,29.56,15.61,5.21,24.35,49.4,,3.47,49.4,3.3,,3.3,44.1,14.72,27.31,23.78,33.37868481,61.92743764,53.92290249,10.8,1080,108,5.395535749,6.097678465,58.27178609,581.3,1187.3
22.2,2,22,2,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.47,9.92,9.92,29.56,15.61,5.21,24.35,49.4,,,,,,3.3,46.8,17.59,27.47,24.01,37.58547009,58.6965812,51.3034188,16.2,2102.25,644.25,5.941249906,8.278035529,96.24824848,546,1062
22.3,2,22,3,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.47,9.92,9.92,29.56,15.61,5.21,24.35,49.4,,,,,,3.3,37.1,9.83,25.75,22.08,26.49595687,69.40700809,59.5148248,12.6,1193.25,59.25,2.191250076,2.339,27.60975096,410.3,855.8
22.4,2,22,4,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.47,9.92,9.92,29.56,15.61,5.21,24.35,49.4,,,,,,3.3,37.1,11.17,24.61,21.15,30.10781671,66.33423181,57.00808625,12.4,1394.25,278.25,2.583392866,3.053,32.03407154,422.3,846
23.1,2,23,1,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.71,10.62,10.62,31.64,11.14,11.14,20.5,52.88,,3.71,52.88,2.96,,2.96,38.6,13.22,23.64,20.29,34.24870466,61.24352332,52.56476684,12.6,1649.25,515.25,2.775535676,2.945,34.97174952,657.8,1301.3
23.2,2,23,2,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.71,10.62,10.62,31.64,11.14,11.14,20.5,52.88,,,,,,2.96,32.7,7.93,23.3,19.87,24.25076453,71.25382263,60.76452599,10.7,1673.25,710.25,1.533035665,2.013035807,16.40348161,458.3,921.8
23.3,2,23,3,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.71,10.62,10.62,31.64,11.14,11.14,20.5,52.88,,,,,,2.96,40.3,10.08,28.52,24.5,25.01240695,70.76923077,60.79404467,8.9,1110,309,1.826964369,4.484,16.25998288,264,524.3
23.4,2,23,4,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.71,10.62,10.62,31.64,11.14,11.14,20.5,52.88,,,,,,2.96,44.7,14.58,28.42,24.17,32.61744966,63.57941834,54.07158837,12.3,1671,564,5.600535707,6.716249933,68.88658919,534.8,1040.3
24.1,2,24,1,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.29,9.4,9.41,28.03,4.94,14.81,13.22,46.85,,3.29,46.85,4.24,,4.24,40.1,11.47,27.59,23.56,28.60349127,68.80299252,58.75311721,11.9,1804.5,733.5,2.070178567,2.966,24.63512495,521.3,1047
24.2,2,24,2,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.29,9.4,9.41,28.03,4.94,14.81,13.22,46.85,,,,,,4.24,34.8,9.24,24.11,20.54,26.55172414,69.2816092,59.02298851,10.2,1140,222,1.932678528,3.291,19.71332099,465.8,953.3
24.3,2,24,3,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.29,9.4,9.41,28.03,4.94,14.81,13.22,46.85,,,,,,4.24,35.5,9.38,24.65,20.95,26.42253521,69.43661972,59.01408451,11.8,1257,195,3.302678516,4.962321527,38.97160649,396,767.3
24.4,2,24,4,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.29,9.4,9.41,28.03,4.94,14.81,13.22,46.85,,,,,,4.24,35.1,8.43,25.22,21.24,24.01709402,71.85185185,60.51282051,10.9,1144.5,163.5,1.193749955,2.623,13.01187451,439.5,858
25.1,2,25,1,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.07,8.78,8.79,26.18,0,18.44,7.74,43.76,,3.07,43.76,4.34,,4.34,29.8,4.05,24.08,21.15,13.59060403,80.80536913,70.97315436,10.5,1142.25,197.25,0.503035738,0.77,5.28187525,413.3,827.3
25.2,2,25,2,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.07,8.78,8.79,26.18,0,18.44,7.74,43.76,,,,,,4.34,36.5,8.81,26.24,22.32,24.1369863,71.89041096,61.15068493,8.6,1207.5,433.5,0.901249953,1.534821462,7.750749593,400.5,798
25.3,2,25,3,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.07,8.78,8.79,26.18,0,18.44,7.74,43.76,,,,,,4.34,35.6,10.73,23.37,19.99,30.14044944,65.64606742,56.15168539,11,1299.75,309.75,1.770178598,1.65,19.47196458,369,761.3
25.4,2,25,4,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.07,8.78,8.79,26.18,0,18.44,7.74,43.76,,,,,,4.34,32.3,5.81,25.01,21.72,17.9876161,77.43034056,67.24458204,8.7,1300.5,517.5,0.770892838,1.118035665,6.706767694,429,849
26.1,2,26,1,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,2.49,10.68,7.12,17.66,12.46,0,17.66,35.46,,2.49,35.46,3.1,,3.1,30.3,4.84,23.94,20.63,15.97359736,79.00990099,68.08580858,9.1,1197.75,378.75,1.006669975,1.348,9.160696773,426,828.8
26.2,2,26,2,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,2.49,10.68,7.12,17.66,12.46,0,17.66,35.46,,,,,,3.1,29.3,5.52,22.32,19.21,18.83959044,76.1774744,65.56313993,10.3,1471.5,544.5,0.760622502,1.194,7.834411772,408.8,835.5
26.3,2,26,3,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,2.49,10.68,7.12,17.66,12.46,0,17.66,35.46,,,,,,3.1,33.9,7.88,24.17,21.01,23.24483776,71.2979351,61.97640118,10,1642.5,742.5,1.399456486,1.889,13.99456486,584.3,1227
26.4,2,26,4,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,2.49,10.68,7.12,17.66,12.46,0,17.66,35.46,,,,,,3.1,31.2,4.79,24.53,20.86,15.3525641,78.62179487,66.85897436,9.2,1090.5,262.5,0.811511882,0.576,7.465909312,385.5,834.8
27.1,2,27,1,G-3/S-2,30/50/20,75/25,4.29,2.86,7.09,3.75,1.25,5.84,3.35,14.36,9.57,23.72,12.56,4.19,19.53,47.65,,3.35,47.65,6.09,,6.09,35,7.04,26.7,22.85,20.11428571,76.28571429,65.28571429,11,1326.75,336.75,2.361907174,2.729,25.98097891,419.3,838.5
27.2,2,27,2,G-3/S-2,30/50/20,75/25,4.29,2.86,7.09,3.75,1.25,5.84,3.35,14.36,9.57,23.72,12.56,4.19,19.53,47.65,,,,,,6.09,28.3,2.09,25.09,21.61,7.385159011,88.65724382,76.36042403,6.5,941.25,356.25,0.486907121,1.013,3.164896289,227.3,425.3
27.3,2,27,3,G-3/S-2,30/50/20,75/25,4.29,2.86,7.09,3.75,1.25,5.84,3.35,14.36,9.57,23.72,12.56,4.19,19.53,47.65,,,,,,6.09,39,11.79,25.85,21.93,30.23076923,66.28205128,56.23076923,8.9,1224,423,1.78532603,3.568,15.88940167,636.8,1282.5
27.4,2,27,4,G-3/S-2,30/50/20,75/25,4.29,2.86,7.09,3.75,1.25,5.84,3.35,14.36,9.57,23.72,12.56,4.19,19.53,47.65,,,,,,6.09,33.8,3.14,28.59,24.39,9.289940828,84.58579882,72.15976331,5.9,786.75,255.75,0.365859673,0.819,2.158572073,212.3,410.3
28.1,2,28,1,G-3/S-3,30/50/20,50/50,4.29,2.86,7.1,2.5,2.5,4.59,3.58,15.35,10.24,25.38,8.95,8.96,16.43,50.97,,3.58,50.97,4.63,,4.63,30.9,1.79,27.73,23.88,5.792880259,89.74110032,77.2815534,8,1032,312,1.378705588,1.494,11.0296447,348.8,668.3
28.2,2,28,2,G-3/S-3,30/50/20,50/50,4.29,2.86,7.1,2.5,2.5,4.59,3.58,15.35,10.24,25.38,8.95,8.96,16.43,50.97,,,,,,4.63,36.6,8.21,27.16,23.3,22.43169399,74.20765027,63.66120219,8.7,1233,450,1.799160109,2.901,15.65269295,459.8,906
28.3,2,28,3,G-3/S-3,30/50/20,50/50,4.29,2.86,7.1,2.5,2.5,4.59,3.58,15.35,10.24,25.38,8.95,8.96,16.43,50.97,,,,,,4.63,35.8,4.22,30.48,26.23,11.7877095,85.1396648,73.26815642,6.9,978,357,5.551136149,3.074,38.30283943,318,593.3
28.4,2,28,4,G-3/S-3,30/50/20,50/50,4.29,2.86,7.1,2.5,2.5,4.59,3.58,15.35,10.24,25.38,8.95,8.96,16.43,50.97,,,,,,4.63,40.8,13.48,25.75,22.03,33.03921569,63.1127451,53.99509804,10.6,1672.5,718.5,2.472578923,1.602,26.20933658,552,1152
29.1,2,29,1,G-3/S-4,30/50/20,25/75,4.29,2.86,7.1,1.25,3.75,3.34,3.24,13.92,9.28,23.01,4.06,12.18,10.83,46.21,,3.24,46.21,3.36,,3.36,32.9,7.71,23.59,20.6,23.43465046,71.70212766,62.61398176,10.9,1538.25,557.25,1.31744076,2.256,14.36010428,523.5,894
29.2,2,29,2,G-3/S-4,30/50/20,25/75,4.29,2.86,7.1,1.25,3.75,3.34,3.24,13.92,9.28,23.01,4.06,12.18,10.83,46.21,,,,,,3.36,40.3,13.1,26.81,23.09,32.50620347,66.52605459,57.29528536,7.5,1058.25,383.25,3.323863709,6.681,24.92897782,397.5,750
29.3,2,29,3,G-3/S-4,30/50/20,25/75,4.29,2.86,7.1,1.25,3.75,3.34,3.24,13.92,9.28,23.01,4.06,12.18,10.83,46.21,,,,,,3.36,38.9,12.61,24.7,21.09,32.41645244,63.49614396,54.2159383,10,1737.75,837.75,2.566452704,1.672,25.66452704,570.8,1190.3
29.4,2,29,4,G-3/S-4,30/50/20,25/75,4.29,2.86,7.1,1.25,3.75,3.34,3.24,13.92,9.28,23.01,4.06,12.18,10.83,46.21,,,,,,3.36,34.4,8.44,24.78,20.88,24.53488372,72.03488372,60.69767442,8.7,1295.25,512.25,1.912302329,1.994,16.63703027,494.3,985.5
30.1,2,30,2,G-3/S-5,30/50/20,0/100,4.29,2.86,7.1,0,5.01,2.09,2.67,11.46,7.64,18.94,0,13.36,5.58,38.04,,2.67,38.04,4.21,,4.21,,,,,,,,,,,,,,,
30.2,2,30,2,G-3/S-5,30/50/20,0/100,4.29,2.86,7.1,0,5.01,2.09,2.67,11.46,7.64,18.94,0,13.36,5.58,38.04,,,,,,4.21,33.8,6.23,25.64,21.94,18.43195266,75.85798817,64.9112426,8.7,1276.5,493.5,0.845602705,1.662,7.356743536,534.8,973.5
30.3,2,30,2,G-3/S-5,30/50/20,0/100,4.29,2.86,7.1,0,5.01,2.09,2.67,11.46,7.64,18.94,0,13.36,5.58,38.04,,,,,,4.21,,,,,,,,,,,,,,,
30.4,2,30,4,G-3/S-5,30/50/20,0/100,4.29,2.86,7.1,0,5.01,2.09,2.67,11.46,7.64,18.94,0,13.36,5.58,38.04,,,,,,4.21,28.6,5.64,21.88,18.6,19.72027972,76.5034965,65.03496503,8.4,1159.5,403.5,0.449851791,0.942,3.778755047,414,742.7
31.1,3,31,1,G-1/S-1,10/70/20,100/0,1.43,2.86,9.96,7.01,0,9.96,2.93,4.2,8.39,29.2,20.55,0,29.2,41.78,,2.93,41.78,4.29,,4.29,32.7,4.9,26.06,22.84,14.98470948,79.6941896,69.8470948,10.2,1119.75,201.75,0.475811668,0.853084395,4.85327901,441,900
31.2,3,31,2,G-1/S-1,10/70/20,100/0,1.43,2.86,9.96,7.01,0,9.96,2.93,4.2,8.39,29.2,20.55,0,29.2,41.78,,,,,,4.29,29.4,4.49,23.39,20.31,15.27210884,79.55782313,69.08163265,10,944.25,44.25,0.325811693,0.549188324,3.258116926,411.8,879.8
31.3,3,31,3,G-1/S-1,10/70/20,100/0,1.43,2.86,9.96,7.01,0,9.96,2.93,4.2,8.39,29.2,20.55,0,29.2,41.78,,,,,,4.29,23.7,2.22,20.12,17.53,9.367088608,84.89451477,73.96624473,9.7,994.5,121.5,0.140097408,0.303409103,1.358944857,266.3,548.3
31.4,3,31,4,G-1/S-1,10/70/20,100/0,1.43,2.86,9.96,7.01,0,9.96,2.93,4.2,8.39,29.2,20.55,0,29.2,41.78,,,,,,4.29,30.4,5.31,23.47,20.64,17.46710526,77.20394737,67.89473684,10.4,1074,138,0.300162343,0.956655884,3.12168837,338.3,690.8
32.1,3,32,1,G-1/S-2,10/70/20,75/25,1.43,2.86,9.96,5.25,1.75,8.21,3.73,5.33,10.67,37.12,19.59,6.53,30.59,53.12,,3.73,53.12,4.62,,4.62,42,13.04,27.41,23.71,31.04761905,65.26190476,56.45238095,14.2,1644.75,366.75,1.797564985,2.066071331,25.52542279,530.3,1071.8
32.2,3,32,2,G-1/S-2,10/70/20,75/25,1.43,2.86,9.96,5.25,1.75,8.21,3.73,5.33,10.67,37.12,19.59,6.53,30.59,53.12,,,,,,4.62,34.9,9.27,24.15,20.7,26.56160458,69.19770774,59.31232092,11,1143.75,153.75,1.038798728,1.655681741,11.42678601,375,747
32.3,3,32,3,G-1/S-2,10/70/20,75/25,1.43,2.86,9.96,5.25,1.75,8.21,3.73,5.33,10.67,37.12,19.59,6.53,30.59,53.12,,,,,,4.62,34.8,3.32,29.65,25.88,9.540229885,85.20114943,74.36781609,9.8,1092.75,210.75,0.74821428,1.449188319,7.332499945,387.8,754.5
32.4,3,32,4,G-1/S-2,10/70/20,75/25,1.43,2.86,9.96,5.25,1.75,8.21,3.73,5.33,10.67,37.12,19.59,6.53,30.59,53.12,,,,,,4.62,32.5,2.25,28.96,25.33,6.923076923,89.10769231,77.93846154,10.2,1143,225,0.293344143,1.183603858,2.992110256,376.5,684.8
33.1,3,33,1,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,3.8,54.08,6.12,,6.12,33.7,3.67,28.51,24.82,10.89020772,84.59940653,73.64985163,8.3,967.5,220.5,0.392370148,0.538149369,3.25667223,375,751.5
33.2,3,33,2,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,40.1,9.22,29.17,24.59,22.9925187,72.74314214,61.32169576,9.5,966,111,1.459253279,3.31477277,13.86290615,384,783.8
33.3,3,33,3,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,34.3,9.61,23.17,20.13,28.01749271,67.55102041,58.68804665,11.8,1188,126,1.05470775,2.224188327,12.44555145,384,769.5
33.4,3,33,4,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,38.5,11.8,25.18,21.99,30.64935065,65.4025974,57.11688312,11.4,1560.75,534.75,0.816396091,1.318344125,9.306915441,458.3,924.8
34.1,3,34,1,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,3.76,53.57,4.64,,4.64,35.8,9.47,24.59,21.8,26.45251397,68.68715084,60.89385475,9.7,1394.25,521.25,0.689123338,1.55405853,6.684496382,429,890.3
34.2,3,34,2,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,34.5,4.6,28.22,24.8,13.33333333,81.79710145,71.88405797,6.8,859.5,247.5,1.408279213,2.311850697,9.576298646,323.3,640.5
34.3,3,34,3,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,38.2,8.8,27.84,24.27,23.03664921,72.87958115,63.53403141,10.7,1197.75,234.75,1.85308439,2.546266282,19.82800297,415.5,834.8
34.4,3,34,4,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,30.2,2.33,26.23,22.98,7.715231788,86.85430464,76.09271523,8.4,891.75,135.75,0.198538964,0.394318185,1.667727296,289.5,523.5
35.1,3,35,1,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,2.99,42.61,3.04,,3.04,27.5,4.49,21.71,18.66,16.32727273,78.94545455,67.85454545,9.5,1147.5,292.5,0.482305187,1.933603879,4.581899279,437.3,849
35.2,3,35,2,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,32.9,7.85,23.51,20.73,23.86018237,71.45896657,63.00911854,9.5,1100.25,245.25,0.74204549,0.616071412,7.049432151,439.5,863.3
35.3,3,35,3,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,32.4,7.22,23.72,20.22,22.28395062,73.20987654,62.40740741,10.1,1302,393,0.665422074,0.761850681,6.720762946,396.8,701.3
35.4,3,35,3,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,,,,,,,,,,,,,,,
36.1,3,36,1,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,3.36,47.84,5.7,,5.7,34.1,4.8,27.65,24.25,14.07624633,81.08504399,71.1143695,10.4,1170.75,234.75,0.845057,1.244297,8.7885928,357.8,759.8
36.2,3,36,2,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,30.5,1.52,27.85,24.33,4.983606557,91.31147541,79.7704918,9.2,996.75,168.75,0.388783,0.589829,3.5768036,310.5,625.5
36.3,3,36,3,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,30.9,0.25,29.04,25.64,0.809061489,93.98058252,82.97734628,7.7,798,105,0.286122,0.249049,2.2031394,315.8,609.8
36.4,3,36,4,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,32.6,4.65,26.02,22.92,14.26380368,79.81595092,70.30674847,10.4,1153.5,217.5,0.525665,0.718156,5.466916,419.3,887.3
37.1,3,37,1,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,3.46,49.27,4.28,,4.28,37.1,7,28.46,24.55,18.86792453,76.7115903,66.17250674,10.3,1101,174,1.06654,1.317015,10.985362,429.8,894
37.2,3,37,2,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.6,4.79,27.11,23.98,14.25595238,80.68452381,71.36904762,11.4,1585.5,559.5,0.838403,1.266635,9.5577942,422.3,849
37.3,3,37,3,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.6,8.42,23.94,20.94,25.05952381,71.25,62.32142857,11.6,1375.5,331.5,0.901616,1.507129,10.4587456,559.5,1166.3
37.4,3,37,4,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.4,8.18,23.97,20.7,24.49101796,71.76646707,61.9760479,11.7,1293,240,1.158745,1.571293,13.5573165,418.5,927.8
38.1,3,38,1,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.5,10.01,10.02,29.84,10.51,10.51,19.34,49.87,,3.5,49.87,2.49,,2.49,34.7,7.21,25.93,22.28,20.77809798,74.72622478,64.2074928,10.9,1179,198,2.082224,1.838878,22.6962416,489.8,971.3
